Name,Address,City,Province/State,Country,Postal/Zip Code,Phone,Fax,Email,Website,Hours,Latitude,Longitude,Click and Collect (Y/N),Dealer (Y/N),Rental Station (Y/N),Service Center (Y/N)
2-rad Mueller,Am Mettweg 34,Freiburg,,DE,79111,+49 761 4768256,,info@mueller-bikes.de,http://www.mueller-bikes.de,"Montag, Dienstag, Donnerstag & Freitag: 9:00 - 12:30 & 14:30 - 18:00 Uhr
Mittwoch: 9:00 - 12:30 Uhr
Samstag: 9:00 - 13:00 Uhr",47.979915,7.806979,N,Y,N,Y
Markenfahrräder Tallafuß,Bahnhofstraße 5,Dingolfing,,DE,84130,+49 8731 3974324,,info@markenfahrraeder-tallafuss.de,http://www.markenfahrraeder-tallafuss.de,"Montag: geschlossen
Dienstag - Freitag: 9:00 - 12:00 & 14:00 - 18:00 Uhr
Samstag: 9:00 - 12:00 Uhr",48.635091,12.493623,N,Y,N,Y
TEX RACING,7 Rue de la Marine BP 69,PROPRIANO,,FR,20110,+33 6 03 53 55 62,,tex.racing@orange.fr,http://www.texracing.shop,"Monday: closed
Tuesday - Saturday: 9:30 - 12:00 & 14:30 - 18:30",41.675525,8.898206,N,Y,N,Y
La Roue Liber,32 rue Vignon,Paris,,FR,75009,+33 144700865,,laroueliber@gmail.com,http://www.laroueliber.fr,"Monday: closed
Tuesday - Friday: 10h - 19h
Saturday: 11h - 18h",48.872077,2.32667,N,Y,N,N
Florea E-Mobility,Guldenstraße 31a,Königsbrunn,,DE,86343,+49 82319241054,,mail@florea-emobility.de,http://www.florea-emobility.de,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 10:00 - 16:00 Uhr",48.258454,10.88217,Y,Y,N,Y
Brive Bike Store,43 rue Antoine Dubayle,Brive la Gaillarde,,FR,19100,+33 5 55 87 58 86,,19brive@culturevelo.com,http://www.culturevelo.com,"Monday: 14h30 - 18h30
Tuesday - Saturday: 09h30 - 12h30 & 14h30 - 18h30",45.14751,1.489746,N,Y,N,Y
Cycles Cesbron,2 rue Lino Ventura,Les Ponts-de-Cé ,,FR,49130,+33 241448744,,info@cyclescesbron.fr,https://www.cyclescesbron.fr/,"Monday: closed
Tuesday - Saturday: 9h00 - 12h00 & 14h00 - 19h00",47.433795,-0.501415,N,Y,N,Y
Evolution 2,5 rue de la glisse,Montchavin,,FR,73210,+33 686349415,,montchavin@evolution2.com,http://evolution2.com/la-plagne-montchav,,45.559437,6.734704,N,Y,N,N
Mondovelo Le Mans Sud,ZAC du Cormier // 10 rue Wilbur ,MULSANNE,,FR,72230,+33 2 43 78 50 90 ,,mondovelolemansud@orange.fr,https://mulsanne.mondovelo.fr/,"Monday: 14h00-19h00
Tuesday - Saturday: 09h30-12h30 & 14h00-19h00",47.942331,0.231357,N,Y,N,Y
Mondovelo Le Mans Nord,Parc Manceau - ZAC de l 'Ardoise,LE MANS,,FR,72000,+33 2 43 51 16 00 ,,mondovelolemans@gmail.com,https://le-mans.mondovelo.fr/,"Monday: 14h00-19h00
Tuesday - Saturday: 09h30-12h30 & 14h00-19h00",48.028056,0.181164,N,Y,N,Y
ARMOR CYCLES,ZA LANJOUAN 2,LAMBALLE,,FR,22400,+33 296310423,,armorcycles@orange.fr,,"Monday: closed
Tuesday - Friday: 9h30 - 12h30 & 14h00 - 19h00
Saturday: 9h30 - 12h30 & 14h00 - 18h00",48.475887,-2.509213,N,Y,N,Y
Mondovelo Langueux,1 RUE DES GRIGNONS,LANGUEUX,,FR,22360,+33 296700691,,saintbrieuc@velogiant.fr,,Monday - Saturday: 10h00 - 12h30 & 14h00 - 19h00,48.496161,-2.731863,N,Y,N,N
GIANT PONTIVY,23 RUE ALBERT DE MUN,PONTIVY,,FR,56300,+33 297089191,,pontivy@velogiant.fr,,"Monday: closed
Tuesday - Friday: 9h30 - 12h30 & 14h00 - 19h00
Saturday: 9h30 - 12h30 & 14h00 - 18h00",48.057086,-2.96343,N,Y,N,Y
GIANT ST MALO,44 RUE DU GENERAL PATTON,ST MALO,,FR,35400,+33 299820184,,saintmalo@velogiant.fr,,"Monday: 14h00 - 19h00
Tuesday - Friday: 9h30 - 12h30 & 14h00 - 19h00
Saturday: 9h30 - 12h30 & 14h00 - 18h00",48.62185,-1.99553,N,Y,N,Y
VELO EMOTION,CHEMIN ROMAIN,ST ALBAN,,FR,22400,+33 257675609,,contact@velo-emotion.fr,,"Monday: closed
Tuesday - Friday: 9h30 - 12h30 & 14h00 - 19h00
Saturday: 9h30 - 12h30 & 14h00 - 18h00",48.556226,-2.548169,N,Y,N,Y
BIKE CENTER MARIBOR,Na Poljanah 18 (Ikona center),Maribor,,SI,2000,+386 2 420 18 36,,info@bike-center.si,http://www.bike-center.si,"Monday - Friday: 10:00 - 18:00
Saturday: 9:00 - 13:00",46.55253,15.628144,N,Y,N,Y
Bentho eBikes - Wien,Lassallestraße 5,Wien,,AT,1020,0043 01 589 70 64,,servus@bentho.at,https://www.bentho.at/,"Montag: geschlossen
Dienstag - Freitag: 10.00 - 18:00 Uhr
Samstag: 9:30 - 15:00 Uhr",48.22123,16.395579,N,Y,N,Y
Bentho eBikes - Brunn/Geb,Wolfholzgasse 11,Brunn am Gebirge,,AT,2345,+43 2236 378 763,,servus@bentho.at,https://www.bentho.at/,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 18:00 Uhr
Samstag: 9:30 - 15:00 Uhr",48.120122,16.293947,N,Y,N,Y
Drahtesel,Hoyersweraer Straße 20,Wittichenau,,DE,02997,+49 3572592655,,drahtesel@outlook.com,,Mittwoch - Freitag: 9:00 - 18:00 Uhr,51.383622,14.243191,N,Y,N,N
R & R Sportart GmbH,Obere Marktstraße 58,Altenmarkt,,AT,5541,+43 6452 20750,,office@sport-art.at,https://www.sport-art.at/,"Montag - Freitag: 8:00 - 12:00 & 13:00 - 18:00 Uhr
Samstag: 8:00 - 13:00 Uhr",47.382234,13.414594,N,Y,N,Y
Marocco Sport,Piazza Garibaldi 3/4,Barzio,,IT,23816,+33 341 996191,,info@maroccosport.it,http://maroccosport.it,"Tuesday, Thursday, Friday & Saturday: 9:00 - 12:30 & 15:00 - 17:30",45.946472,9.468636,N,Y,N,Y
Freetime GmbH,Rudolf Diesel Straße 21,Weiterstadt,,DE,64331,+49 6151 871507,,info@freetime-fahrraeder.de,https://www.freetimefahrraeder.de/,"Montag bis Freitag: 10:00 - 19:00 Uhr
Samstag: 10:00 - 16:00 Uhr",49.900529,8.607648,Y,Y,N,Y
REINE ET BICLOU,49 RUE DE MONS,VALENCIENNES,,FR,59300,+33 671999799,,contact@reineetbiclou.fr,http://www.reineetbiclou.fr,"Monday: closed
Tuesday, Thursday & Friday: 8:00 - 18:00h
Wednesday: 8:00 - 19:00h
Saturday: 9:00 - 19:00h",50.360246,3.528905,N,Y,N,Y
MEGA Bike Schwentinental,Liebigstr.11,Schwentinental,,DE,24223,4.94E+16,,schwentinental@megabike24.de,https://www.megabike24.de/,,54.285467,10.21879,N,Y,N,Y
MEGA Bike Lager,Werner-von-Siemens-Str.11,Kaltenkirchen,,DE,24568,4.94E+17,,lager@megabike24.de,https://www.megabike24.de/,,53.82421,9.976252,N,Y,N,Y
MEGA Bike Kiel-Hassee,Rendsburger Landstr.161,Kiel-Hassee,,DE,24113,4.94E+17,,hassee@megabike24.de,https://www.megabike24.de/,,54.30095,10.096705,N,Y,N,Y
MEGA Bike Rendsburg,Friedrichstädter Str.75-77,Rendsburg,,DE,24768,4.94E+16,,rendsburg@megabike24.de,https://www.megabike24.de/,,54.32336,9.626254,N,Y,N,Y
MEGA Bike Wik,Schleusenstraße 18,Kiel-Wik,,DE,24106,4.94E+16,,wik@megabike24.de,https://www.megabike24.de/,,54.362276,10.132085,N,Y,N,Y
MEGA Bike Schleswig,Stadtweg72-76,Schleswig,,DE,24837,4.95E+16,,schleswig@megabike24.de,https://www.megabike24.de/,,54.522303,9.566151,N,Y,N,Y
MEGA Bike Flensburg,Westerallee161,Flensburg,,DE,24941,4946124438,,flensburg@megabike24.de,https://www.megabike24.de/,,54.767506,9.405155,N,Y,N,Y
MEGA Bike Pinneberg,Mühlenstr.2,Pinneberg,,DE,25421,4.94E+17,,pinneberg@megabike24.de,https://www.megabike24.de/,,53.660292,9.78869,N,Y,N,Y
MEGA Bike Lübeck,St.-Jürgen-Ring62,Lübeck,,DE,23564,4.95E+16,,luebeck@megabike24.de,https://www.megabike24.de/,,53.859661,10.716797,N,Y,N,Y
MEGA Bike Bad Segeberg,Ziegelstr.107,Bad Segeberg,,DE,23795,4.95E+17,,badsegeberg@megabike24.de,https://www.megabike24.de/,,53.947583,10.302835,N,Y,N,Y
MEGA Bike Neumünster,Rendsburger Str.12,Neumünster,,DE,24534,4.94E+16,,neumuenster@megabike24.de,https://www.megabike24.de/,,54.078754,9.979697,N,Y,N,Y
MEGA Bike Altona,Stresemannstr.360,Hamburg,,DE,22761,4.94E+16,,altona@megabike24.de,https://www.megabike24.de/,,53.563054,9.922704,N,Y,N,Y
MEGA Bike Bramfeld,Bramfelder Ch.148,Hamburg,,DE,22177,4.94E+16,,bramfeld@megabike24.de,https://www.megabike24.de/,,53.604733,10.071005,N,Y,N,Y
MEGA Bike Kaltenkirchen,Kisdorfer Weg32,Kaltenkirchen,,DE,24568,4.94E+17,,kaltenkirchen@megabike24.de,https://www.megabike24.de/,,53.825938,10.008283,N,Y,N,Y
LT2MH BICI ,2  Rue de la Poste ,SAONE,,FR,25660,+33 6 31 76 64 20 ,,Lt2mh.bici@sfr.fr,http://Lt2mhbici.fr,"Monday - Friday: 9:00 - 12:00 & 14:00 - 17:00h
Saturday: 9:00 - 12:00h",47.223559,6.116989,N,Y,N,Y
Vit:Bikes Wesel,Rudolf-Diesel-Str. 15a,Wesel,,DE,46485,+49 28120694031,,wesel@vitbikes.de,http://vitbikes.de,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 18:00 Uhr
Samstag: 10.=0 - 14:00 Uhr",51.662225,6.663893,N,Y,N,Y
ORCIERES CYCLING,3755 ROUTE D ORCIERES,ORCIERES,,FR,05170,+3 6 83 97 99 58,,romainmiellot.atelieroct@gmail.com,,Monday - Saturday: 8h - 18h,44.684318,6.324415,N,Y,N,N
Bertis Bike Center,Werner-Eckart-Ring 2,Cloppenburg,,DE,49961,+49 4471 93 25 39,,info@bertis-bikes.de,http://www.bertis-bikes.de,"Montag - Freitag: 9:00 - 18:30 Uhr
Samstag: 9:00 - 16:00 Uhr",52.840594,8.069145,N,Y,N,N
eBike Dresden,Sagader Weg 1,01109,,DE,Dresden,+49 0351 88814380,,info@ebike-dresden.com,http://www.ebike-dresden.com,"Montag - Freitag:   10:00 - 18:00 Uhr
Samstag: 10:00 - 16:00 Uhr",51.123252,13.784361,N,Y,N,Y
Ebikeone,Località Quarto Inferiore 275,Asti,,IT,14100,+39 335 7573794,,corrado@ebikeone.it,http://www.ebikeone.it,"Monday: closed
Tuesday - Saturday: 09:00 - 12:00 & 15:30 - 19:00",44.907254,8.292417,N,Y,N,Y
E-Bike Center Gründau,Gelnhäuser Str. 15B,Gründau,,DE,63584,+49 6051 9677433,,info@ebikegründau.de,http://xn--ebikegrndau-zhb.de/,"Montag - Mittwoch: 10:00 - 18:00 Uhr
Donnerstag & Freitag: 12:00 - 18:00 Uhr.",50.209712,9.139968,N,Y,N,Y
Profile Korte der Fahrradspezialist,Bahnhofstraße 123,Herne,,DE,44623,+49 232353494,,hallo@fahrrad-korte.de,http://fahrrad-korte.de,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 18:30 Uhr
Samstag: 10:00 - 14:30 Uhr",51.546095,7.217016,N,Y,N,Y
Bergspezl Haid,"EKZ Haid, Ikea Platz 4",Haid,,AT,4053,+43 7229 246 90,,verkauf.haid@bergspezl.at,https://bergspezl.at/,"Montag - Freitag: 9:00 - 19:00 Uhr
Samstag: 9:00 - 18:00 Uhr",48.195478,14.247377,N,Y,N,Y
Bergspezl Wien,Stiftgasse 5-9,Wien,,AT,1070, +43 1 395 07 70,,verkauf.Wien7@bergspezl.at,https://bergspezl.at/,"Montag - Freitag: 10:00 - 19:00 Uhr
Samstag: 10:00 - 18:00 Uhr",48.200896,16.354912,N,Y,N,Y
Bergspezl Villach,Maria-Gailer-Straße 57,Villach,,AT,9500,+43 4242 40 439,,verkauf.villach@bergspezl.at,https://bergspezl.at/,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 17:00 Uhr",46.604692,13.873002,N,Y,N,Y
Bergspezl Vösendorf Süd,"""Westfield Shopping  City Süd - Galerie 11""",Vösendorf Süd,,AT,2334,+43 1 39 50 944,,verkauf.scs@bergspezl.at,https://bergspezl.at/,"Montag - Mittwoch: 9:00 - 19:00 Uhr
Donnerstag & Freitag: 9:00 - 20:00 Uhr
Samstag: 9:00 - 18:00 Uhr",48.12228,16.334783,N,Y,N,Y
Bergspezl Klagenfurt,Völkermarkter Straße 163,Klagenfurt,,AT,9020,+43 463 519 000,,verkauf.klagenfurt@bergspezl.at,https://bergspezl.at/,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 17:00 Uhr",46.627602,14.343287,N,Y,N,Y
Bergspezl Wörgl,Salzburger Straße 30,Wörgl,,AT,6300,+43 5332 219 26,,verkauf.woergl@bergspezl.at,https://bergspezl.at/,"Montag - Freitag : 09:00 - 18:00 Uhr
Samstag: 09:00 - 17:00 Uhr",47.488008,12.068502,N,Y,N,Y
Fahrwerk Timmer Meppen,Burgstraße 3,Meppen,,DE,49716,+49 5931 12261,,meppen@fahrwerk.me,https://fahrwerk.me/,"Montag - Freitag: 9:30 - 13:00 Uhr & 14:00 - 18:30 Uhr
Samstag: 9:30 - 14:00 Uhr",52.691988,7.292902,N,Y,N,Y
Zweirad Stückemann,Oldenburger Str. 76,Rastede,,DE,26180,+49 4402 92500,,info@stueckemann.de,http://www.stueckemann.de,"Montag - Freitag: 09:30 - 18:00 Uhr
Samstag: 09:30 - 16:00 Uhr",53.228423,8.212305,N,Y,N,N
CYCLES CESBRON ANGERS,12 RUE AUGUSTE GAUTIER,ANGERS,,FR,49100,+33 24954980,,info@cyclescesbron.fr,http://CYCLESCESBRON.FR,"Monday: closed
Tuesday - Wednesday: 10:00h - 19:00h
Friday: 14:00h - 19:00h
Saturday: 10:00 - 18:00h",47.464362,-0.5617,N,Y,N,Y
CYCLES CESBRON SAUMUR,RUE DE L'AVENIR,DISTRE,,FR,49400,+33 241676932,,info@cyclescesbron.fr,http://CYCLESCESBRON.FR,"Monday: closed
Tuesday - Friday: 9:00h - 12:00h & 14:00h - 19:00h
Saturday: 9:00h - 12:00h & 14:00 - 18:00h",47.229623,-0.116793,N,Y,N,Y
CYCLES CESBRON LAVAL,BOULEVARD DE LA BOUTELLERIE,SAINT BERTHEVIN,,FR,53940,+33 243909426,,info@cyclescesbron.fr,http://CYCLESCESBRON.FR,Monday - Saturday: 9:30h - 19:00h,48.066022,-0.804664,N,Y,N,Y
E-Bike Center Lohr am Main,Sackenbacker Straße 34,Lohr am Main,,DE,97816,+49 9352 6026936,,info@ebikelohr.de,http://www.ebikelohr.de,"Montag, Mittwoch, Donnerstag & Freitag: 12:00 - 18:00 Uhr
Dienstag: geschlossen
Samstag: 9:00 - 13:00 Uhr",49.989221,9.572231,N,Y,N,Y
E-Bike Center Wächtersbach,Frankfurter Straße 57,Wächtersbach-Aufenau,,DE,63607,+49 60653 6203507,,,http://action-line-cycles.de/action-line/#_standorte,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr",50.253196,9.323282,N,Y,N,Y
Roule Energie,12 Rue de l'Europe //  ZA la Tigno,Aubigny,,FR,85430,,,infos.rouleenergie@orange.fr,https://www.rouleenergie.fr/,Monday - Saturday: 9:00 - 12:00 & 14:00 - 18:30 Uhr,49.899858,2.483286,N,Y,N,Y
Bike Location,Erlhofer Straße 76,Hof,,DE,95032,+49 9281 5965919,,hof@bikelocation.de,http://www.bikelocation.de,"Montag: geschlossen
Dienstag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr",50.289782,11.923245,N,Y,N,Y
bimato sports,Steyrerstraße 51,Haag,,AT,3350,+43 7434 43734,,info@bimato.at,http://www.bimato.at,"Montag, Dienstag & Freitag: 9:00 - 12:30 & 14:30 - 18:00 Uhr
Donnerstag: 9:00 - 12:30 & 14:30 - 20:00 Uhr
Mittwoch & Samstag: geschlossen",48.097777,14.540323,N,Y,N,Y
Kytönen Motorsport,Teollisuuskatu 4,Jämsä,,FI,42100,+358 50 0541 023,,myynti@kytonen-motorsport.com,http://www.kytonen-motorsport.com,Monday - Friday: 8:00 - 17:00 ,61.859567,25.178365,N,Y,N,Y
EAST MX,Ivontie 9,Joensuu,,FI,80260,35 10 419 4525,,info@eastmx.fi,http://www.eastmx.fi,"Monday - Friday: 9:00 - 17:00
Saturday: 10:00 - 14:00",62.58973,29.823806,N,Y,N,Y
"Eride, Moto-Seinäjoki Oy",Lieskatie 2,Hyllykallio,,FI,60510,+358 20 7939855,,myynti@kytonen-motorsport.com,http://www.eride.fi,"Monday - Friday: 9:00 - 17:00
Saturday: 10:00 - 14:00",62.809091,22.882222,N,Y,N,Y
Kari Vehniäinen Racing Oy,Vasarakatu 5,Jyväskylä,,FI,40320,+35 4007044736,,myynti@kvr.fi,http://www.kvr.fi,"Monday - Friday: 9:00 - 17:00
Saturday: 10:00 - 13:00 at summer (01.05. - 30.09.)",62.254158,25.770738,N,Y,N,Y
STADTRAD GmbH,Gewerbering 1a ,Homburg/Bexbach,,DE,66450,+49 6826- 5248004,,info@stadtrad-homburg.de ,https://www.stadtrad-homburg.de/,"Montag: geschlossen
Dienstag - Freitag: 9:30 - 18:30 Uhr
Samstag: 9:30 - 16:00 Uhr",49.344438,7.279716,N,Y,N,Y
Sport Stefan,Gemeindestraße 3,Filzmoos,,DE,5532,+43 645320080,,shop@sportstefan.at,http://sportstefan.at,"Montag - Freitag: 8:30 - 12:00 & 14:00 - 18:00 Uhr
Samstag: 8:30 - 12:00 & 14:00 - 17:00 Uhr",47.43286,13.522853,N,Y,N,Y
emotion eBike Welt Tuttlingen,Langes Gewand 5,Rietheim-Weilheim,,DE,78604,+49 7461 140 85 44,,tut@emotion-technologies.de,http://emotion-tut.de,"Montag: geschlossen
Dienstag - Freitag: 9:30 - 12:30 & 13:30 - 18:30 Uhr
Samstag: 9:30 - 15:00 Uhr",48.029871,8.775169,N,Y,N,Y
